,timestamp,model,example_length,target,prediction,correct
173,142517,CBOW,8,4,4,1
174,142517,CBOW,12,4,3,0
175,142517,CBOW,14,3,4,0
176,142517,CBOW,27,4,4,1
177,142517,CBOW,34,2,1,0
178,142517,CBOW,13,3,3,1
179,142517,CBOW,14,4,4,1
180,142517,CBOW,5,4,4,1
181,142517,CBOW,15,0,3,0
182,142517,CBOW,16,4,4,1
183,142517,CBOW,10,3,4,0
184,142517,CBOW,27,3,3,1
185,142517,CBOW,19,3,3,1
186,142517,CBOW,17,2,1,0
187,142517,CBOW,31,3,3,1
188,142517,CBOW,29,4,3,0
189,142517,CBOW,6,4,4,1
190,142517,CBOW,15,4,3,0
191,142517,CBOW,31,3,3,1
192,142517,CBOW,7,4,3,0
193,142517,CBOW,22,3,4,0
194,142517,CBOW,16,4,3,0
195,142517,CBOW,22,3,2,0
196,142517,CBOW,8,3,3,1
197,142517,CBOW,9,4,4,1
198,142517,CBOW,16,3,4,0
199,142517,CBOW,15,3,3,1
200,142517,CBOW,23,4,3,0
201,142517,CBOW,16,3,3,1
202,142517,CBOW,30,2,1,0
203,142517,CBOW,26,3,3,1
204,142517,CBOW,24,3,3,1
205,142517,CBOW,23,3,2,0
206,142517,CBOW,27,4,3,0
207,142517,CBOW,19,3,1,0
208,142517,CBOW,15,3,4,0
209,142517,CBOW,9,3,4,0
210,142517,CBOW,13,3,2,0
211,142517,CBOW,15,3,4,0
212,142517,CBOW,39,2,3,0
213,142517,CBOW,22,3,2,0
214,142517,CBOW,22,3,3,1
215,142517,CBOW,17,2,1,0
216,142517,CBOW,9,4,1,0
217,142517,CBOW,17,3,4,0
218,142517,CBOW,35,4,3,0
219,142517,CBOW,12,3,3,1
220,142517,CBOW,29,4,4,1
221,142517,CBOW,9,4,4,1
222,142517,CBOW,14,3,3,1
223,142517,CBOW,27,2,3,0
224,142517,CBOW,9,4,4,1
225,142517,CBOW,28,3,3,1
226,142517,CBOW,17,2,0,0
227,142517,CBOW,4,1,1,1
228,142517,CBOW,33,3,3,1
229,142517,CBOW,20,4,3,0
230,142517,CBOW,8,4,3,0
231,142517,CBOW,28,3,3,1
232,142517,CBOW,12,3,3,1
233,142517,CBOW,38,4,3,0
234,142517,CBOW,5,4,3,0
235,142517,CBOW,15,1,1,1
236,142517,CBOW,15,4,3,0
237,142517,CBOW,13,4,3,0
238,142517,CBOW,27,2,3,0
239,142517,CBOW,8,4,3,0
240,142517,CBOW,15,4,4,1
241,142517,CBOW,25,3,3,1
242,142517,CBOW,31,4,4,1
243,142517,CBOW,24,2,3,0
244,142517,CBOW,12,4,3,0
245,142517,CBOW,43,3,2,0
246,142517,CBOW,7,1,1,1
247,142517,CBOW,8,2,3,0
248,142517,CBOW,14,4,1,0
249,142517,CBOW,32,3,0,0
250,142517,CBOW,17,3,3,1
251,142517,CBOW,8,2,2,1
252,142517,CBOW,14,3,4,0
253,142517,CBOW,11,4,4,1
254,142517,CBOW,32,2,3,0
255,142517,CBOW,21,3,3,1
256,142517,CBOW,33,3,4,0
257,142517,CBOW,25,4,3,0
258,142517,CBOW,21,2,3,0
259,142517,CBOW,13,4,4,1
260,142517,CBOW,12,3,4,0
261,142517,CBOW,29,2,3,0
262,142517,CBOW,17,2,2,1
263,142517,CBOW,13,3,4,0
264,142517,CBOW,32,3,3,1
265,142517,CBOW,15,1,1,1
266,142517,CBOW,4,2,1,0
267,142517,CBOW,38,3,3,1
268,142517,CBOW,18,4,1,0
269,142517,CBOW,23,4,3,0
270,142517,CBOW,31,4,3,0
271,142517,CBOW,20,2,3,0
272,142517,CBOW,14,4,3,0
273,142517,CBOW,19,3,4,0
274,142517,CBOW,38,4,4,1
275,142517,CBOW,12,3,3,1
276,142517,CBOW,29,2,3,0
277,142517,CBOW,20,2,1,0
278,142517,CBOW,37,4,2,0
279,142517,CBOW,23,4,4,1
280,142517,CBOW,30,3,3,1
281,142517,CBOW,5,4,4,1
282,142517,CBOW,25,2,3,0
283,142517,CBOW,11,4,3,0
284,142517,CBOW,18,4,3,0
285,142517,CBOW,36,3,3,1
286,142517,CBOW,23,4,3,0
287,142517,CBOW,27,3,3,1
288,142517,CBOW,9,3,3,1
289,142517,CBOW,16,4,3,0
290,142517,CBOW,37,4,3,0
291,142517,CBOW,26,3,3,1
292,142517,CBOW,27,4,3,0
293,142517,CBOW,11,4,3,0
294,142517,CBOW,17,2,4,0
295,142517,CBOW,27,4,2,0
296,142517,CBOW,19,3,3,1
297,142517,CBOW,8,3,3,1
298,142517,CBOW,9,1,2,0
299,142517,CBOW,14,4,4,1
300,142517,CBOW,19,3,3,1
301,142517,CBOW,18,4,0,0
302,142517,CBOW,18,4,4,1
303,142517,CBOW,22,4,3,0
304,142517,CBOW,8,4,4,1
305,142517,CBOW,19,4,3,0
306,142517,CBOW,27,3,2,0
307,142517,CBOW,26,3,1,0
308,142517,CBOW,27,1,3,0
309,142517,CBOW,17,4,3,0
310,142517,CBOW,42,2,2,1
311,142517,CBOW,23,2,0,0
312,142517,CBOW,18,3,2,0
313,142517,CBOW,18,3,3,1
314,142517,CBOW,13,3,3,1
315,142517,CBOW,4,2,2,1
316,142517,CBOW,19,3,3,1
317,142517,CBOW,17,3,3,1
318,142517,CBOW,42,3,4,0
319,142517,CBOW,21,2,3,0
320,142517,CBOW,18,3,1,0
321,142517,CBOW,7,2,4,0
322,142517,CBOW,17,4,4,1
323,142517,CBOW,28,4,3,0
324,142517,CBOW,19,2,0,0
325,142517,CBOW,7,2,4,0
326,142517,CBOW,21,2,3,0
327,142517,CBOW,17,3,1,0
328,142517,CBOW,13,4,4,1
329,142517,CBOW,8,3,4,0
330,142517,CBOW,6,4,3,0
331,142517,CBOW,9,3,3,1
332,142517,CBOW,14,4,3,0
333,142517,CBOW,10,4,3,0
334,142517,CBOW,22,4,4,1
335,142517,CBOW,27,3,1,0
336,142517,CBOW,9,4,3,0
337,142517,CBOW,11,1,1,1
338,142517,CBOW,15,4,3,0
339,142517,CBOW,26,3,1,0
340,142517,CBOW,13,3,3,1
341,142517,CBOW,17,4,3,0
342,142517,CBOW,9,3,4,0
343,142517,CBOW,17,3,4,0
344,142517,CBOW,31,3,3,1
345,142517,CBOW,27,3,4,0
346,142517,CBOW,17,3,3,1
347,142517,CBOW,25,3,3,1
348,142517,CBOW,15,2,1,0
349,142517,CBOW,19,3,3,1
350,142517,CBOW,28,1,0,0
351,142517,CBOW,20,2,0,0
352,142517,CBOW,8,4,4,1
353,142517,CBOW,27,3,3,1
354,142517,CBOW,11,4,1,0
355,142517,CBOW,44,4,2,0
356,142517,CBOW,10,4,3,0
357,142517,CBOW,5,3,1,0
358,142517,CBOW,12,3,4,0
359,142517,CBOW,19,2,3,0
360,142517,CBOW,23,3,4,0
361,142517,CBOW,11,3,3,1
362,142517,CBOW,41,4,3,0
363,142517,CBOW,34,3,3,1
364,142517,CBOW,24,4,3,0
365,142517,CBOW,11,4,4,1
366,142517,CBOW,25,4,0,0
367,142517,CBOW,38,4,4,1
368,142517,CBOW,5,4,3,0
369,142517,CBOW,9,3,3,1
370,142517,CBOW,16,4,1,0
371,142517,CBOW,36,4,3,0
372,142517,CBOW,26,4,3,0
373,142517,CBOW,35,2,1,0
374,142517,CBOW,7,3,3,1
375,142517,CBOW,21,3,0,0
376,142517,CBOW,34,4,4,1
377,142517,CBOW,17,2,3,0
378,142517,CBOW,8,4,3,0
379,142517,CBOW,24,4,3,0
380,142517,CBOW,15,4,4,1
381,142517,CBOW,8,1,1,1
382,142517,CBOW,15,3,4,0
383,142517,CBOW,26,3,3,1
384,142517,CBOW,27,4,3,0
385,142517,CBOW,6,4,3,0
386,142517,CBOW,18,4,3,0
387,142517,CBOW,26,3,3,1
388,142517,CBOW,12,4,0,0
389,142517,CBOW,19,4,3,0
390,142517,CBOW,31,4,4,1
391,142517,CBOW,11,3,3,1
392,142517,CBOW,24,3,3,1
393,142517,CBOW,13,3,3,1
394,142517,CBOW,20,4,3,0
395,142517,CBOW,8,3,4,0
396,142517,CBOW,25,4,4,1
397,142517,CBOW,27,3,3,1
398,142517,CBOW,29,4,1,0
399,142517,CBOW,23,3,1,0
400,142517,CBOW,13,3,3,1
401,142517,CBOW,11,3,2,0
402,142517,CBOW,6,4,4,1
403,142517,CBOW,11,4,3,0
404,142517,CBOW,5,2,3,0
405,142517,CBOW,8,4,3,0
406,142517,CBOW,28,1,1,1
407,142517,CBOW,24,3,1,0
408,142517,CBOW,29,2,3,0
409,142517,CBOW,48,3,3,1
410,142517,CBOW,14,4,0,0
411,142517,CBOW,12,4,3,0
412,142517,CBOW,21,4,4,1
413,142517,CBOW,16,3,3,1
414,142517,CBOW,21,3,3,1
415,142517,CBOW,28,3,4,0
416,142517,CBOW,9,3,3,1
417,142517,CBOW,10,4,3,0
418,142517,CBOW,20,1,1,1
419,142517,CBOW,7,3,3,1
420,142517,CBOW,22,4,3,0
421,142517,CBOW,20,4,4,1
422,142517,CBOW,10,4,4,1
423,142517,CBOW,33,2,3,0
424,142517,CBOW,36,3,1,0
425,142517,CBOW,17,2,0,0
426,142517,CBOW,28,3,0,0
427,142517,CBOW,26,2,2,1
428,142517,CBOW,24,3,3,1
429,142517,CBOW,21,4,3,0
430,142517,CBOW,8,1,3,0
431,142517,CBOW,25,4,3,0
432,142517,CBOW,22,4,0,0
433,142517,CBOW,27,4,4,1
434,142517,CBOW,25,4,3,0
435,142517,CBOW,23,2,4,0
436,142517,CBOW,34,2,3,0
437,142517,CBOW,22,4,4,1
438,142517,CBOW,18,1,1,1
439,142517,CBOW,18,3,3,1
440,142517,CBOW,26,4,3,0
441,142517,CBOW,23,4,1,0
442,142517,CBOW,26,3,3,1
443,142517,CBOW,19,3,1,0
444,142517,CBOW,16,3,3,1
445,142517,CBOW,23,2,2,1
446,142517,CBOW,23,4,4,1
447,142517,CBOW,31,4,3,0
448,142517,CBOW,8,2,1,0
449,142517,CBOW,32,4,3,0
450,142517,CBOW,30,4,1,0
451,142517,CBOW,14,4,4,1
452,142517,CBOW,18,3,2,0
453,142517,CBOW,21,4,4,1
454,142517,CBOW,29,2,0,0
455,142517,CBOW,30,4,3,0
456,142517,CBOW,24,3,3,1
457,142517,CBOW,10,3,3,1
458,142517,CBOW,15,4,4,1
459,142517,CBOW,19,3,3,1
460,142517,CBOW,5,4,4,1
461,142517,CBOW,22,4,4,1
462,142517,CBOW,35,4,2,0
463,142517,CBOW,25,3,1,0
464,142517,CBOW,26,3,4,0
465,142517,CBOW,8,0,4,0
466,142517,CBOW,24,3,4,0
467,142517,CBOW,11,3,1,0
468,142517,CBOW,25,3,3,1
469,142517,CBOW,14,2,3,0
470,142517,CBOW,5,2,3,0
471,142517,CBOW,22,2,2,1
472,142517,CBOW,5,3,3,1
473,142517,CBOW,17,3,0,0
474,142517,CBOW,24,3,0,0
475,142517,CBOW,26,3,3,1
476,142517,CBOW,23,4,3,0
477,142517,CBOW,22,3,2,0
478,142517,CBOW,32,4,3,0
479,142517,CBOW,13,3,2,0
480,142517,CBOW,21,3,0,0
481,142517,CBOW,33,3,0,0
482,142517,CBOW,17,4,3,0
483,142517,CBOW,7,3,3,1
484,142517,CBOW,28,3,3,1
485,142517,CBOW,17,3,3,1
486,142517,CBOW,7,3,3,1
487,142517,CBOW,9,3,0,0
488,142517,CBOW,18,4,4,1
489,142517,CBOW,12,3,3,1
490,142517,CBOW,10,3,4,0
491,142517,CBOW,39,2,3,0
492,142517,CBOW,10,2,3,0
493,142517,CBOW,28,2,1,0
494,142517,CBOW,20,3,1,0
495,142517,CBOW,15,4,4,1
496,142517,CBOW,20,4,3,0
497,142517,CBOW,13,4,0,0
498,142517,CBOW,29,4,3,0
499,142517,CBOW,15,2,4,0
500,142517,CBOW,11,4,4,1
501,142517,CBOW,18,3,3,1
502,142517,CBOW,19,3,3,1
503,142517,CBOW,26,4,4,1
504,142517,CBOW,18,3,3,1
505,142517,CBOW,15,3,2,0
506,142517,CBOW,21,4,4,1
507,142517,CBOW,16,3,3,1
508,142517,CBOW,35,4,3,0
509,142517,CBOW,25,4,4,1
510,142517,CBOW,15,3,4,0
511,142517,CBOW,30,2,3,0
512,142517,CBOW,16,3,4,0
513,142517,CBOW,22,3,3,1
514,142517,CBOW,18,4,0,0
515,142517,CBOW,29,3,1,0
516,142517,CBOW,14,2,3,0
517,142517,CBOW,23,1,3,0
518,142517,CBOW,31,3,3,1
519,142517,CBOW,43,0,1,0
520,142517,CBOW,20,4,2,0
521,142517,CBOW,23,2,2,1
522,142517,CBOW,20,4,4,1
523,142517,CBOW,8,3,3,1
524,142517,CBOW,31,3,2,0
525,142517,CBOW,31,3,3,1
526,142517,CBOW,22,3,3,1
527,142517,CBOW,33,3,3,1
528,142517,CBOW,5,3,4,0
529,142517,CBOW,8,2,2,1
530,142517,CBOW,19,4,3,0
531,142517,CBOW,32,4,3,0
532,142517,CBOW,25,3,4,0
533,142517,CBOW,12,3,4,0
534,142517,CBOW,16,1,1,1
535,142517,CBOW,18,3,3,1
536,142517,CBOW,26,3,3,1
537,142517,CBOW,17,3,3,1
538,142517,CBOW,8,4,3,0
539,142517,CBOW,21,4,3,0
540,142517,CBOW,23,4,3,0
541,142517,CBOW,17,4,4,1
542,142517,CBOW,17,2,2,1
543,142517,CBOW,2,2,1,0
544,142517,CBOW,16,4,3,0
545,142517,CBOW,32,3,2,0
546,142517,CBOW,11,3,4,0
547,142517,CBOW,12,3,4,0
548,142517,CBOW,6,4,2,0
549,142517,CBOW,26,1,1,1
550,142517,CBOW,12,2,3,0
551,142517,CBOW,14,2,3,0
552,142517,CBOW,24,4,3,0
553,142517,CBOW,21,3,3,1
554,142517,CBOW,13,3,3,1
555,142517,CBOW,24,3,3,1
556,142517,CBOW,21,1,0,0
557,142517,CBOW,18,2,1,0
558,142517,CBOW,2,2,3,0
559,142517,CBOW,17,3,3,1
560,142517,CBOW,11,4,3,0
561,142517,CBOW,25,4,3,0
562,142517,CBOW,26,3,1,0
563,142517,CBOW,22,3,3,1
564,142517,CBOW,6,1,3,0
565,142517,CBOW,8,3,3,1
566,142517,CBOW,16,3,3,1
567,142517,CBOW,26,3,3,1
568,142517,CBOW,21,2,2,1
569,142517,CBOW,27,3,3,1
570,142517,CBOW,33,4,3,0
571,142517,CBOW,33,2,3,0
572,142517,CBOW,22,3,0,0
573,142517,CBOW,5,4,4,1
574,142517,CBOW,13,3,3,1
575,142517,CBOW,12,2,3,0
576,142517,CBOW,15,4,4,1
577,142517,CBOW,27,3,1,0
578,142517,CBOW,10,2,2,1
579,142517,CBOW,13,2,3,0
580,142517,CBOW,25,3,0,0
581,142517,CBOW,10,4,1,0
582,142517,CBOW,14,3,3,1
583,142517,CBOW,15,3,3,1
584,142517,CBOW,10,4,3,0
585,142517,CBOW,9,4,3,0
586,142517,CBOW,24,4,2,0
587,142517,CBOW,25,3,3,1
588,142517,CBOW,20,3,3,1
589,142517,CBOW,33,3,3,1
590,142517,CBOW,22,2,3,0
591,142517,CBOW,28,2,3,0
592,142517,CBOW,37,4,4,1
593,142517,CBOW,17,2,3,0
594,142517,CBOW,19,4,4,1
595,142517,CBOW,18,4,4,1
596,142517,CBOW,18,4,3,0
597,142517,CBOW,16,3,3,1
598,142517,CBOW,8,3,0,0
599,142517,CBOW,9,3,3,1
600,142517,CBOW,26,3,4,0
601,142517,CBOW,13,3,3,1
602,142517,CBOW,20,4,3,0
603,142517,CBOW,18,3,3,1
604,142517,CBOW,7,4,4,1
605,142517,CBOW,31,4,2,0
606,142517,CBOW,16,3,1,0
607,142517,CBOW,19,3,3,1
608,142517,CBOW,30,4,4,1
609,142517,CBOW,11,3,4,0
610,142517,CBOW,23,4,2,0
611,142517,CBOW,38,3,2,0
612,142517,CBOW,25,4,2,0
613,142517,CBOW,12,3,4,0
614,142517,CBOW,23,3,3,1
615,142517,CBOW,26,4,1,0
616,142517,CBOW,21,4,3,0
617,142517,CBOW,15,3,3,1
618,142517,CBOW,20,2,3,0
619,142517,CBOW,36,4,3,0
620,142517,CBOW,12,3,2,0
621,142517,CBOW,10,3,1,0
622,142517,CBOW,22,4,2,0
623,142517,CBOW,15,4,4,1
624,142517,CBOW,23,1,2,0
625,142517,CBOW,6,2,2,1
626,142517,CBOW,15,3,3,1
627,142517,CBOW,13,4,4,1
628,142517,CBOW,7,3,3,1
629,142517,CBOW,27,3,3,1
630,142517,CBOW,36,3,3,1
631,142517,CBOW,24,3,3,1
632,142517,CBOW,23,3,3,1
633,142517,CBOW,17,1,2,0
634,142517,CBOW,11,3,4,0
635,142517,CBOW,3,2,1,0
636,142517,CBOW,21,3,2,0
637,142517,CBOW,18,3,1,0
638,142517,CBOW,12,1,0,0
639,142517,CBOW,28,4,3,0
640,142517,CBOW,29,3,4,0
641,142517,CBOW,27,0,3,0
642,142517,CBOW,18,4,2,0
643,142517,CBOW,22,1,1,1
644,142517,CBOW,12,0,0,1
645,142517,CBOW,33,1,3,0
646,142517,CBOW,22,2,2,1
647,142517,CBOW,27,4,4,1
648,142517,CBOW,13,3,3,1
649,142517,CBOW,24,4,3,0
650,142517,CBOW,26,4,3,0
651,142517,CBOW,6,3,4,0
652,142517,CBOW,14,1,2,0
653,142517,CBOW,17,3,3,1
654,142517,CBOW,13,4,4,1
655,142517,CBOW,40,3,3,1
656,142517,CBOW,19,4,3,0
657,142517,CBOW,19,3,3,1
658,142517,CBOW,3,4,4,1
659,142517,CBOW,3,4,4,1
660,142517,CBOW,16,2,3,0
661,142517,CBOW,14,4,3,0
662,142517,CBOW,17,1,1,1
663,142517,CBOW,25,3,3,1
664,142517,CBOW,36,3,3,1
665,142517,CBOW,16,3,3,1
666,142517,CBOW,23,3,3,1
667,142517,CBOW,12,4,2,0
668,142517,CBOW,31,3,3,1
669,142517,CBOW,28,2,1,0
670,142517,CBOW,29,3,4,0
671,142517,CBOW,19,4,4,1
672,142517,CBOW,9,4,4,1
673,142517,CBOW,27,3,1,0
674,142517,CBOW,20,3,3,1
675,142517,CBOW,14,3,1,0
676,142517,CBOW,12,2,3,0
677,142517,CBOW,4,3,3,1
678,142517,CBOW,18,4,3,0
679,142517,CBOW,16,3,4,0
680,142517,CBOW,19,4,3,0
681,142517,CBOW,8,1,3,0
682,142517,CBOW,11,4,4,1
683,142517,CBOW,4,3,3,1
684,142517,CBOW,14,4,4,1
685,142517,CBOW,26,1,3,0
686,142517,CBOW,8,4,3,0
687,142517,CBOW,24,4,2,0
688,142517,CBOW,29,3,3,1
689,142517,CBOW,33,3,3,1
690,142517,CBOW,16,3,3,1
691,142517,CBOW,28,3,3,1
692,142517,CBOW,12,3,3,1
693,142517,CBOW,20,4,2,0
694,142517,CBOW,12,3,4,0
695,142517,CBOW,13,3,3,1
696,142517,CBOW,13,4,4,1
697,142517,CBOW,8,3,4,0
698,142517,CBOW,33,3,3,1
699,142517,CBOW,14,4,3,0
700,142517,CBOW,20,2,1,0
701,142517,CBOW,26,3,3,1
702,142517,CBOW,26,3,0,0
703,142517,CBOW,22,4,4,1
704,142517,CBOW,27,4,4,1
705,142517,CBOW,26,3,3,1
706,142517,CBOW,9,0,3,0
707,142517,CBOW,13,3,3,1
708,142517,CBOW,29,3,3,1
709,142517,CBOW,22,4,3,0
710,142517,CBOW,32,3,1,0
711,142517,CBOW,22,3,1,0
712,142517,CBOW,6,3,3,1
713,142517,CBOW,28,0,3,0
714,142517,CBOW,12,3,3,1
715,142517,CBOW,24,3,3,1
716,142517,CBOW,25,4,0,0
717,142517,CBOW,10,3,3,1
718,142517,CBOW,24,2,1,0
719,142517,CBOW,10,4,4,1
720,142517,CBOW,18,3,3,1
721,142517,CBOW,15,3,3,1
722,142517,CBOW,23,3,0,0
723,142517,CBOW,30,4,3,0
724,142517,CBOW,39,2,3,0
725,142517,CBOW,27,2,0,0
726,142517,CBOW,24,4,3,0
727,142517,CBOW,8,4,4,1
728,142517,CBOW,18,4,4,1
729,142517,CBOW,8,3,3,1
730,142517,CBOW,5,3,3,1
731,142517,CBOW,7,4,4,1
732,142517,CBOW,20,4,3,0
733,142517,CBOW,18,3,3,1
734,142517,CBOW,17,4,3,0
735,142517,CBOW,17,4,4,1
736,142517,CBOW,28,3,0,0
737,142517,CBOW,30,3,3,1
738,142517,CBOW,7,4,3,0
739,142517,CBOW,22,2,0,0
740,142517,CBOW,20,2,3,0
741,142517,CBOW,17,3,3,1
742,142517,CBOW,18,3,4,0
743,142517,CBOW,16,4,3,0
744,142517,CBOW,20,3,4,0
745,142517,CBOW,19,1,1,1
746,142517,CBOW,23,3,3,1
747,142517,CBOW,10,4,1,0
748,142517,CBOW,35,4,4,1
749,142517,CBOW,9,3,3,1
750,142517,CBOW,14,4,4,1
751,142517,CBOW,8,3,2,0
752,142517,CBOW,15,2,2,1
753,142517,CBOW,15,4,4,1
754,142517,CBOW,19,2,3,0
755,142517,CBOW,18,2,3,0
756,142517,CBOW,29,4,3,0
757,142517,CBOW,35,2,3,0
758,142517,CBOW,22,3,1,0
759,142517,CBOW,30,3,1,0
760,142517,CBOW,29,4,3,0
761,142517,CBOW,26,2,3,0
762,142517,CBOW,20,4,4,1
763,142517,CBOW,14,3,3,1
764,142517,CBOW,23,2,3,0
765,142517,CBOW,25,3,3,1
766,142517,CBOW,10,4,3,0
767,142517,CBOW,14,3,0,0
768,142517,CBOW,10,4,4,1
769,142517,CBOW,26,3,3,1
770,142517,CBOW,14,3,3,1
771,142517,CBOW,29,3,0,0
772,142517,CBOW,28,2,3,0
773,142517,CBOW,18,3,4,0
774,142517,CBOW,24,2,3,0
