,timestamp,model,example_length,target,prediction,correct
186,144450,PTDeepCBOW,17,2,1,0
187,144450,PTDeepCBOW,31,3,1,0
188,144450,PTDeepCBOW,29,4,3,0
189,144450,PTDeepCBOW,6,4,4,1
190,144450,PTDeepCBOW,15,4,4,1
191,144450,PTDeepCBOW,31,3,3,1
192,144450,PTDeepCBOW,7,4,3,0
193,144450,PTDeepCBOW,22,3,1,0
194,144450,PTDeepCBOW,16,4,3,0
195,144450,PTDeepCBOW,22,3,3,1
196,144450,PTDeepCBOW,8,3,3,1
197,144450,PTDeepCBOW,9,4,4,1
198,144450,PTDeepCBOW,16,3,3,1
199,144450,PTDeepCBOW,15,3,3,1
200,144450,PTDeepCBOW,23,4,3,0
201,144450,PTDeepCBOW,16,3,4,0
202,144450,PTDeepCBOW,30,2,1,0
203,144450,PTDeepCBOW,26,3,1,0
204,144450,PTDeepCBOW,24,3,3,1
205,144450,PTDeepCBOW,23,3,1,0
206,144450,PTDeepCBOW,27,4,3,0
207,144450,PTDeepCBOW,19,3,3,1
208,144450,PTDeepCBOW,15,3,2,0
209,144450,PTDeepCBOW,9,3,4,0
210,144450,PTDeepCBOW,13,3,3,1
211,144450,PTDeepCBOW,15,3,3,1
212,144450,PTDeepCBOW,39,2,3,0
213,144450,PTDeepCBOW,22,3,3,1
214,144450,PTDeepCBOW,22,3,3,1
215,144450,PTDeepCBOW,17,2,1,0
216,144450,PTDeepCBOW,9,4,4,1
217,144450,PTDeepCBOW,17,3,3,1
218,144450,PTDeepCBOW,35,4,3,0
219,144450,PTDeepCBOW,12,3,3,1
220,144450,PTDeepCBOW,29,4,4,1
221,144450,PTDeepCBOW,9,4,3,0
222,144450,PTDeepCBOW,14,3,3,1
223,144450,PTDeepCBOW,27,2,1,0
224,144450,PTDeepCBOW,9,4,4,1
225,144450,PTDeepCBOW,28,3,1,0
226,144450,PTDeepCBOW,17,2,1,0
227,144450,PTDeepCBOW,4,1,2,0
228,144450,PTDeepCBOW,33,3,1,0
229,144450,PTDeepCBOW,20,4,4,1
230,144450,PTDeepCBOW,8,4,4,1
231,144450,PTDeepCBOW,28,3,3,1
232,144450,PTDeepCBOW,12,3,3,1
233,144450,PTDeepCBOW,38,4,3,0
234,144450,PTDeepCBOW,5,4,3,0
235,144450,PTDeepCBOW,15,1,2,0
236,144450,PTDeepCBOW,15,4,4,1
237,144450,PTDeepCBOW,13,4,3,0
238,144450,PTDeepCBOW,27,2,3,0
239,144450,PTDeepCBOW,8,4,3,0
240,144450,PTDeepCBOW,15,4,4,1
241,144450,PTDeepCBOW,25,3,3,1
242,144450,PTDeepCBOW,31,4,3,0
243,144450,PTDeepCBOW,24,2,3,0
244,144450,PTDeepCBOW,12,4,3,0
245,144450,PTDeepCBOW,43,3,1,0
246,144450,PTDeepCBOW,7,1,1,1
247,144450,PTDeepCBOW,8,2,3,0
248,144450,PTDeepCBOW,14,4,3,0
249,144450,PTDeepCBOW,32,3,1,0
250,144450,PTDeepCBOW,17,3,3,1
251,144450,PTDeepCBOW,8,2,2,1
252,144450,PTDeepCBOW,14,3,4,0
253,144450,PTDeepCBOW,11,4,3,0
254,144450,PTDeepCBOW,32,2,1,0
255,144450,PTDeepCBOW,21,3,3,1
256,144450,PTDeepCBOW,33,3,3,1
257,144450,PTDeepCBOW,25,4,3,0
258,144450,PTDeepCBOW,21,2,3,0
259,144450,PTDeepCBOW,13,4,4,1
260,144450,PTDeepCBOW,12,3,4,0
261,144450,PTDeepCBOW,29,2,1,0
262,144450,PTDeepCBOW,17,2,3,0
263,144450,PTDeepCBOW,13,3,3,1
264,144450,PTDeepCBOW,32,3,3,1
265,144450,PTDeepCBOW,15,1,1,1
266,144450,PTDeepCBOW,4,2,1,0
267,144450,PTDeepCBOW,38,3,1,0
268,144450,PTDeepCBOW,18,4,4,1
269,144450,PTDeepCBOW,23,4,3,0
270,144450,PTDeepCBOW,31,4,3,0
271,144450,PTDeepCBOW,20,2,3,0
272,144450,PTDeepCBOW,14,4,3,0
273,144450,PTDeepCBOW,19,3,4,0
274,144450,PTDeepCBOW,38,4,3,0
275,144450,PTDeepCBOW,12,3,3,1
276,144450,PTDeepCBOW,29,2,1,0
277,144450,PTDeepCBOW,20,2,1,0
278,144450,PTDeepCBOW,37,4,3,0
279,144450,PTDeepCBOW,23,4,1,0
280,144450,PTDeepCBOW,30,3,1,0
281,144450,PTDeepCBOW,5,4,4,1
282,144450,PTDeepCBOW,25,2,3,0
283,144450,PTDeepCBOW,11,4,3,0
284,144450,PTDeepCBOW,18,4,3,0
285,144450,PTDeepCBOW,36,3,1,0
286,144450,PTDeepCBOW,23,4,1,0
287,144450,PTDeepCBOW,27,3,3,1
288,144450,PTDeepCBOW,9,3,3,1
289,144450,PTDeepCBOW,16,4,3,0
290,144450,PTDeepCBOW,37,4,1,0
291,144450,PTDeepCBOW,26,3,3,1
292,144450,PTDeepCBOW,27,4,1,0
293,144450,PTDeepCBOW,11,4,1,0
294,144450,PTDeepCBOW,17,2,3,0
295,144450,PTDeepCBOW,27,4,1,0
296,144450,PTDeepCBOW,19,3,3,1
297,144450,PTDeepCBOW,8,3,1,0
298,144450,PTDeepCBOW,9,1,1,1
299,144450,PTDeepCBOW,14,4,3,0
300,144450,PTDeepCBOW,19,3,4,0
301,144450,PTDeepCBOW,18,4,1,0
302,144450,PTDeepCBOW,18,4,4,1
303,144450,PTDeepCBOW,22,4,1,0
304,144450,PTDeepCBOW,8,4,4,1
305,144450,PTDeepCBOW,19,4,1,0
306,144450,PTDeepCBOW,27,3,1,0
307,144450,PTDeepCBOW,26,3,3,1
308,144450,PTDeepCBOW,27,1,3,0
309,144450,PTDeepCBOW,17,4,4,1
310,144450,PTDeepCBOW,42,2,1,0
311,144450,PTDeepCBOW,23,2,1,0
312,144450,PTDeepCBOW,18,3,1,0
313,144450,PTDeepCBOW,18,3,3,1
314,144450,PTDeepCBOW,13,3,3,1
315,144450,PTDeepCBOW,4,2,2,1
316,144450,PTDeepCBOW,19,3,4,0
317,144450,PTDeepCBOW,17,3,1,0
318,144450,PTDeepCBOW,42,3,3,1
319,144450,PTDeepCBOW,21,2,1,0
320,144450,PTDeepCBOW,18,3,1,0
321,144450,PTDeepCBOW,7,2,1,0
322,144450,PTDeepCBOW,17,4,3,0
323,144450,PTDeepCBOW,28,4,3,0
324,144450,PTDeepCBOW,19,2,1,0
325,144450,PTDeepCBOW,7,2,2,1
326,144450,PTDeepCBOW,21,2,1,0
327,144450,PTDeepCBOW,17,3,3,1
328,144450,PTDeepCBOW,13,4,3,0
329,144450,PTDeepCBOW,8,3,4,0
330,144450,PTDeepCBOW,6,4,3,0
331,144450,PTDeepCBOW,9,3,3,1
332,144450,PTDeepCBOW,14,4,4,1
333,144450,PTDeepCBOW,10,4,3,0
334,144450,PTDeepCBOW,22,4,4,1
335,144450,PTDeepCBOW,27,3,1,0
336,144450,PTDeepCBOW,9,4,4,1
337,144450,PTDeepCBOW,11,1,1,1
338,144450,PTDeepCBOW,15,4,4,1
339,144450,PTDeepCBOW,26,3,1,0
340,144450,PTDeepCBOW,13,3,1,0
341,144450,PTDeepCBOW,17,4,4,1
342,144450,PTDeepCBOW,9,3,0,0
343,144450,PTDeepCBOW,17,3,3,1
344,144450,PTDeepCBOW,31,3,1,0
345,144450,PTDeepCBOW,27,3,4,0
346,144450,PTDeepCBOW,17,3,4,0
347,144450,PTDeepCBOW,25,3,3,1
348,144450,PTDeepCBOW,15,2,1,0
349,144450,PTDeepCBOW,19,3,3,1
350,144450,PTDeepCBOW,28,1,3,0
351,144450,PTDeepCBOW,20,2,2,1
352,144450,PTDeepCBOW,8,4,3,0
353,144450,PTDeepCBOW,27,3,3,1
354,144450,PTDeepCBOW,11,4,1,0
355,144450,PTDeepCBOW,44,4,3,0
356,144450,PTDeepCBOW,10,4,3,0
357,144450,PTDeepCBOW,5,3,2,0
358,144450,PTDeepCBOW,12,3,3,1
359,144450,PTDeepCBOW,19,2,0,0
360,144450,PTDeepCBOW,23,3,3,1
361,144450,PTDeepCBOW,11,3,3,1
362,144450,PTDeepCBOW,41,4,3,0
363,144450,PTDeepCBOW,34,3,3,1
364,144450,PTDeepCBOW,24,4,4,1
365,144450,PTDeepCBOW,11,4,4,1
366,144450,PTDeepCBOW,25,4,1,0
367,144450,PTDeepCBOW,38,4,4,1
368,144450,PTDeepCBOW,5,4,4,1
369,144450,PTDeepCBOW,9,3,1,0
370,144450,PTDeepCBOW,16,4,1,0
371,144450,PTDeepCBOW,36,4,4,1
372,144450,PTDeepCBOW,26,4,1,0
373,144450,PTDeepCBOW,35,2,1,0
374,144450,PTDeepCBOW,7,3,3,1
375,144450,PTDeepCBOW,21,3,3,1
376,144450,PTDeepCBOW,34,4,3,0
377,144450,PTDeepCBOW,17,2,3,0
378,144450,PTDeepCBOW,8,4,3,0
379,144450,PTDeepCBOW,24,4,3,0
380,144450,PTDeepCBOW,15,4,3,0
381,144450,PTDeepCBOW,8,1,1,1
382,144450,PTDeepCBOW,15,3,4,0
383,144450,PTDeepCBOW,26,3,3,1
384,144450,PTDeepCBOW,27,4,1,0
385,144450,PTDeepCBOW,6,4,3,0
386,144450,PTDeepCBOW,18,4,3,0
387,144450,PTDeepCBOW,26,3,4,0
388,144450,PTDeepCBOW,12,4,0,0
389,144450,PTDeepCBOW,19,4,4,1
390,144450,PTDeepCBOW,31,4,3,0
391,144450,PTDeepCBOW,11,3,3,1
392,144450,PTDeepCBOW,24,3,3,1
393,144450,PTDeepCBOW,13,3,3,1
394,144450,PTDeepCBOW,20,4,4,1
395,144450,PTDeepCBOW,8,3,3,1
396,144450,PTDeepCBOW,25,4,3,0
397,144450,PTDeepCBOW,27,3,1,0
398,144450,PTDeepCBOW,29,4,3,0
399,144450,PTDeepCBOW,23,3,1,0
400,144450,PTDeepCBOW,13,3,3,1
401,144450,PTDeepCBOW,11,3,3,1
402,144450,PTDeepCBOW,6,4,4,1
403,144450,PTDeepCBOW,11,4,1,0
404,144450,PTDeepCBOW,5,2,3,0
405,144450,PTDeepCBOW,8,4,1,0
406,144450,PTDeepCBOW,28,1,1,1
407,144450,PTDeepCBOW,24,3,1,0
408,144450,PTDeepCBOW,29,2,3,0
409,144450,PTDeepCBOW,48,3,3,1
410,144450,PTDeepCBOW,14,4,1,0
411,144450,PTDeepCBOW,12,4,3,0
412,144450,PTDeepCBOW,21,4,4,1
413,144450,PTDeepCBOW,16,3,1,0
414,144450,PTDeepCBOW,21,3,3,1
415,144450,PTDeepCBOW,28,3,4,0
416,144450,PTDeepCBOW,9,3,3,1
417,144450,PTDeepCBOW,10,4,0,0
418,144450,PTDeepCBOW,20,1,1,1
419,144450,PTDeepCBOW,7,3,1,0
420,144450,PTDeepCBOW,22,4,1,0
421,144450,PTDeepCBOW,20,4,4,1
422,144450,PTDeepCBOW,10,4,4,1
423,144450,PTDeepCBOW,33,2,3,0
424,144450,PTDeepCBOW,36,3,1,0
425,144450,PTDeepCBOW,17,2,1,0
426,144450,PTDeepCBOW,28,3,1,0
427,144450,PTDeepCBOW,26,2,3,0
428,144450,PTDeepCBOW,24,3,1,0
429,144450,PTDeepCBOW,21,4,1,0
430,144450,PTDeepCBOW,8,1,1,1
431,144450,PTDeepCBOW,25,4,3,0
432,144450,PTDeepCBOW,22,4,4,1
433,144450,PTDeepCBOW,27,4,4,1
434,144450,PTDeepCBOW,25,4,4,1
435,144450,PTDeepCBOW,23,2,1,0
436,144450,PTDeepCBOW,34,2,1,0
437,144450,PTDeepCBOW,22,4,4,1
438,144450,PTDeepCBOW,18,1,3,0
439,144450,PTDeepCBOW,18,3,3,1
440,144450,PTDeepCBOW,26,4,3,0
441,144450,PTDeepCBOW,23,4,1,0
442,144450,PTDeepCBOW,26,3,3,1
443,144450,PTDeepCBOW,19,3,3,1
444,144450,PTDeepCBOW,16,3,3,1
445,144450,PTDeepCBOW,23,2,3,0
446,144450,PTDeepCBOW,23,4,4,1
447,144450,PTDeepCBOW,31,4,3,0
448,144450,PTDeepCBOW,8,2,1,0
449,144450,PTDeepCBOW,32,4,3,0
450,144450,PTDeepCBOW,30,4,3,0
451,144450,PTDeepCBOW,14,4,4,1
452,144450,PTDeepCBOW,18,3,1,0
453,144450,PTDeepCBOW,21,4,4,1
454,144450,PTDeepCBOW,29,2,1,0
455,144450,PTDeepCBOW,30,4,4,1
456,144450,PTDeepCBOW,24,3,1,0
457,144450,PTDeepCBOW,10,3,1,0
458,144450,PTDeepCBOW,15,4,3,0
459,144450,PTDeepCBOW,19,3,3,1
460,144450,PTDeepCBOW,5,4,4,1
461,144450,PTDeepCBOW,22,4,4,1
462,144450,PTDeepCBOW,35,4,1,0
463,144450,PTDeepCBOW,25,3,1,0
464,144450,PTDeepCBOW,26,3,1,0
465,144450,PTDeepCBOW,8,0,1,0
466,144450,PTDeepCBOW,24,3,1,0
467,144450,PTDeepCBOW,11,3,3,1
468,144450,PTDeepCBOW,25,3,3,1
469,144450,PTDeepCBOW,14,2,3,0
470,144450,PTDeepCBOW,5,2,1,0
471,144450,PTDeepCBOW,22,2,3,0
472,144450,PTDeepCBOW,5,3,4,0
473,144450,PTDeepCBOW,17,3,1,0
474,144450,PTDeepCBOW,24,3,1,0
475,144450,PTDeepCBOW,26,3,3,1
476,144450,PTDeepCBOW,23,4,3,0
477,144450,PTDeepCBOW,22,3,1,0
478,144450,PTDeepCBOW,32,4,3,0
479,144450,PTDeepCBOW,13,3,3,1
480,144450,PTDeepCBOW,21,3,1,0
481,144450,PTDeepCBOW,33,3,4,0
482,144450,PTDeepCBOW,17,4,3,0
483,144450,PTDeepCBOW,7,3,4,0
484,144450,PTDeepCBOW,28,3,3,1
485,144450,PTDeepCBOW,17,3,4,0
486,144450,PTDeepCBOW,7,3,3,1
487,144450,PTDeepCBOW,9,3,3,1
488,144450,PTDeepCBOW,18,4,3,0
489,144450,PTDeepCBOW,12,3,3,1
490,144450,PTDeepCBOW,10,3,0,0
491,144450,PTDeepCBOW,39,2,1,0
492,144450,PTDeepCBOW,10,2,3,0
493,144450,PTDeepCBOW,28,2,1,0
494,144450,PTDeepCBOW,20,3,3,1
495,144450,PTDeepCBOW,15,4,4,1
496,144450,PTDeepCBOW,20,4,4,1
497,144450,PTDeepCBOW,13,4,3,0
498,144450,PTDeepCBOW,29,4,4,1
499,144450,PTDeepCBOW,15,2,3,0
500,144450,PTDeepCBOW,11,4,3,0
501,144450,PTDeepCBOW,18,3,1,0
502,144450,PTDeepCBOW,19,3,3,1
503,144450,PTDeepCBOW,26,4,4,1
504,144450,PTDeepCBOW,18,3,1,0
505,144450,PTDeepCBOW,15,3,1,0
506,144450,PTDeepCBOW,21,4,3,0
507,144450,PTDeepCBOW,16,3,3,1
508,144450,PTDeepCBOW,35,4,3,0
509,144450,PTDeepCBOW,25,4,3,0
510,144450,PTDeepCBOW,15,3,4,0
511,144450,PTDeepCBOW,30,2,3,0
512,144450,PTDeepCBOW,16,3,1,0
513,144450,PTDeepCBOW,22,3,1,0
514,144450,PTDeepCBOW,18,4,1,0
515,144450,PTDeepCBOW,29,3,1,0
516,144450,PTDeepCBOW,14,2,3,0
517,144450,PTDeepCBOW,23,1,3,0
518,144450,PTDeepCBOW,31,3,3,1
519,144450,PTDeepCBOW,43,0,0,1
520,144450,PTDeepCBOW,20,4,3,0
521,144450,PTDeepCBOW,23,2,1,0
522,144450,PTDeepCBOW,20,4,4,1
523,144450,PTDeepCBOW,8,3,3,1
524,144450,PTDeepCBOW,31,3,1,0
525,144450,PTDeepCBOW,31,3,3,1
526,144450,PTDeepCBOW,22,3,3,1
527,144450,PTDeepCBOW,33,3,1,0
528,144450,PTDeepCBOW,5,3,4,0
529,144450,PTDeepCBOW,8,2,2,1
530,144450,PTDeepCBOW,19,4,4,1
531,144450,PTDeepCBOW,32,4,3,0
532,144450,PTDeepCBOW,25,3,3,1
533,144450,PTDeepCBOW,12,3,4,0
534,144450,PTDeepCBOW,16,1,1,1
535,144450,PTDeepCBOW,18,3,1,0
536,144450,PTDeepCBOW,26,3,4,0
537,144450,PTDeepCBOW,17,3,3,1
538,144450,PTDeepCBOW,8,4,3,0
539,144450,PTDeepCBOW,21,4,3,0
540,144450,PTDeepCBOW,23,4,3,0
541,144450,PTDeepCBOW,17,4,4,1
542,144450,PTDeepCBOW,17,2,3,0
543,144450,PTDeepCBOW,2,2,3,0
544,144450,PTDeepCBOW,16,4,3,0
545,144450,PTDeepCBOW,32,3,3,1
546,144450,PTDeepCBOW,11,3,4,0
547,144450,PTDeepCBOW,12,3,3,1
548,144450,PTDeepCBOW,6,4,3,0
549,144450,PTDeepCBOW,26,1,3,0
550,144450,PTDeepCBOW,12,2,3,0
551,144450,PTDeepCBOW,14,2,1,0
552,144450,PTDeepCBOW,24,4,4,1
553,144450,PTDeepCBOW,21,3,4,0
554,144450,PTDeepCBOW,13,3,4,0
555,144450,PTDeepCBOW,24,3,4,0
556,144450,PTDeepCBOW,21,1,1,1
557,144450,PTDeepCBOW,18,2,1,0
558,144450,PTDeepCBOW,2,2,2,1
559,144450,PTDeepCBOW,17,3,3,1
560,144450,PTDeepCBOW,11,4,3,0
561,144450,PTDeepCBOW,25,4,1,0
562,144450,PTDeepCBOW,26,3,3,1
563,144450,PTDeepCBOW,22,3,3,1
564,144450,PTDeepCBOW,6,1,1,1
565,144450,PTDeepCBOW,8,3,3,1
566,144450,PTDeepCBOW,16,3,3,1
567,144450,PTDeepCBOW,26,3,3,1
568,144450,PTDeepCBOW,21,2,1,0
569,144450,PTDeepCBOW,27,3,3,1
570,144450,PTDeepCBOW,33,4,3,0
571,144450,PTDeepCBOW,33,2,4,0
572,144450,PTDeepCBOW,22,3,3,1
573,144450,PTDeepCBOW,5,4,4,1
574,144450,PTDeepCBOW,13,3,1,0
575,144450,PTDeepCBOW,12,2,1,0
576,144450,PTDeepCBOW,15,4,4,1
577,144450,PTDeepCBOW,27,3,1,0
578,144450,PTDeepCBOW,10,2,1,0
579,144450,PTDeepCBOW,13,2,3,0
580,144450,PTDeepCBOW,25,3,3,1
581,144450,PTDeepCBOW,10,4,3,0
582,144450,PTDeepCBOW,14,3,3,1
583,144450,PTDeepCBOW,15,3,3,1
584,144450,PTDeepCBOW,10,4,3,0
585,144450,PTDeepCBOW,9,4,4,1
586,144450,PTDeepCBOW,24,4,3,0
587,144450,PTDeepCBOW,25,3,3,1
588,144450,PTDeepCBOW,20,3,1,0
589,144450,PTDeepCBOW,33,3,3,1
590,144450,PTDeepCBOW,22,2,1,0
591,144450,PTDeepCBOW,28,2,3,0
592,144450,PTDeepCBOW,37,4,3,0
593,144450,PTDeepCBOW,17,2,3,0
594,144450,PTDeepCBOW,19,4,4,1
595,144450,PTDeepCBOW,18,4,4,1
596,144450,PTDeepCBOW,18,4,3,0
597,144450,PTDeepCBOW,16,3,3,1
598,144450,PTDeepCBOW,8,3,3,1
599,144450,PTDeepCBOW,9,3,4,0
600,144450,PTDeepCBOW,26,3,3,1
601,144450,PTDeepCBOW,13,3,3,1
602,144450,PTDeepCBOW,20,4,3,0
603,144450,PTDeepCBOW,18,3,1,0
604,144450,PTDeepCBOW,7,4,4,1
605,144450,PTDeepCBOW,31,4,3,0
